county,precinct,office,district,party,candidate,votetype,votes
Allegheny,Bethel Park Ward 8 Dist 3,US President,NA,REP,Donald J. Trump,total,548
Allegheny,Bethel Park Ward 8 Dist 3,US President,NA,GRN,Jill Stein,total,5
Allegheny,Bethel Park Ward 8 Dist 3,US President,NA,LIB,Chase Oliver,total,5
Allegheny,Bethel Park Ward 8 Dist 3,US President,NA,WRI,Write-in,total,8
Allegheny,Bethel Park Ward 8 Dist 4,US President,NA,DEM,Kamala D. Harris,total,223
Allegheny,Bethel Park Ward 8 Dist 4,US President,NA,REP,Donald J. Trump,total,174
Allegheny,Bethel Park Ward 8 Dist 4,US President,NA,GRN,Jill Stein,total,1
Allegheny,Bethel Park Ward 8 Dist 4,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Bethel Park Ward 8 Dist 4,US President,NA,WRI,Write-in,total,2
Allegheny,Bethel Park Ward 9 Dist 1,US President,NA,DEM,Kamala D. Harris,total,262
Allegheny,Bethel Park Ward 9 Dist 1,US President,NA,REP,Donald J. Trump,total,246
Allegheny,Bethel Park Ward 9 Dist 1,US President,NA,GRN,Jill Stein,total,0
Allegheny,Bethel Park Ward 9 Dist 1,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Bethel Park Ward 9 Dist 1,US President,NA,WRI,Write-in,total,2
Allegheny,Bethel Park Ward 9 Dist 2,US President,NA,DEM,Kamala D. Harris,total,351
Allegheny,Bethel Park Ward 9 Dist 2,US President,NA,REP,Donald J. Trump,total,249
Allegheny,Bethel Park Ward 9 Dist 2,US President,NA,GRN,Jill Stein,total,5
Allegheny,Bethel Park Ward 9 Dist 2,US President,NA,LIB,Chase Oliver,total,4
Allegheny,Bethel Park Ward 9 Dist 2,US President,NA,WRI,Write-in,total,1
Allegheny,Bethel Park Ward 9 Dist 3,US President,NA,DEM,Kamala D. Harris,total,607
Allegheny,Bethel Park Ward 9 Dist 3,US President,NA,REP,Donald J. Trump,total,570
Allegheny,Bethel Park Ward 9 Dist 3,US President,NA,GRN,Jill Stein,total,3
Allegheny,Bethel Park Ward 9 Dist 3,US President,NA,LIB,Chase Oliver,total,3
Allegheny,Bethel Park Ward 9 Dist 3,US President,NA,WRI,Write-in,total,5
Allegheny,Blawnox,US President,NA,DEM,Kamala D. Harris,total,468
Allegheny,Blawnox,US President,NA,REP,Donald J. Trump,total,310
Allegheny,Blawnox,US President,NA,GRN,Jill Stein,total,6
Allegheny,Blawnox,US President,NA,LIB,Chase Oliver,total,4
Allegheny,Blawnox,US President,NA,WRI,Write-in,total,2
Allegheny,Brackenridge Ward 1,US President,NA,DEM,Kamala D. Harris,total,155
Allegheny,Brackenridge Ward 1,US President,NA,REP,Donald J. Trump,total,175
Allegheny,Brackenridge Ward 1,US President,NA,GRN,Jill Stein,total,1
Allegheny,Brackenridge Ward 1,US President,NA,LIB,Chase Oliver,total,0
Allegheny,Brackenridge Ward 1,US President,NA,WRI,Write-in,total,0
Allegheny,Brackenridge Ward 2,US President,NA,DEM,Kamala D. Harris,total,291
Allegheny,Brackenridge Ward 2,US President,NA,REP,Donald J. Trump,total,330
Allegheny,Brackenridge Ward 2,US President,NA,GRN,Jill Stein,total,3
Allegheny,Brackenridge Ward 2,US President,NA,LIB,Chase Oliver,total,5
Allegheny,Brackenridge Ward 2,US President,NA,WRI,Write-in,total,1
Allegheny,Brackenridge Ward 3,US President,NA,DEM,Kamala D. Harris,total,195
Allegheny,Brackenridge Ward 3,US President,NA,REP,Donald J. Trump,total,285
Allegheny,Brackenridge Ward 3,US President,NA,GRN,Jill Stein,total,1
Allegheny,Brackenridge Ward 3,US President,NA,LIB,Chase Oliver,total,1
Allegheny,Brackenridge Ward 3,US President,NA,WRI,Write-in,total,2
Allegheny,Braddock Ward 1,US President,NA,DEM,Kamala D. Harris,total,212
Allegheny,Braddock Ward 1,US President,NA,REP,Donald J. Trump,total,22
Allegheny,Braddock Ward 1,US President,NA,GRN,Jill Stein,total,4
Allegheny,Braddock Ward 1,US President,NA,LIB,Chase Oliver,total,1
Allegheny,Braddock Ward 1,US President,NA,WRI,Write-in,total,1
Allegheny,Braddock Ward 2,US President,NA,DEM,Kamala D. Harris,total,310
Allegheny,Braddock Ward 2,US President,NA,REP,Donald J. Trump,total,36
Allegheny,Braddock Ward 2,US President,NA,GRN,Jill Stein,total,4
Allegheny,Braddock Ward 2,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Braddock Ward 2,US President,NA,WRI,Write-in,total,1
Allegheny,Braddock Ward 3,US President,NA,DEM,Kamala D. Harris,total,191
Allegheny,Braddock Ward 3,US President,NA,REP,Donald J. Trump,total,23
Allegheny,Braddock Ward 3,US President,NA,GRN,Jill Stein,total,3
Allegheny,Braddock Ward 3,US President,NA,LIB,Chase Oliver,total,0
Allegheny,Braddock Ward 3,US President,NA,WRI,Write-in,total,0
Allegheny,Braddock Hl Dist 1,US President,NA,DEM,Kamala D. Harris,total,378
Allegheny,Braddock Hl Dist 1,US President,NA,REP,Donald J. Trump,total,145
Allegheny,Braddock Hl Dist 1,US President,NA,GRN,Jill Stein,total,4
Allegheny,Braddock Hl Dist 1,US President,NA,LIB,Chase Oliver,total,3
Allegheny,Braddock Hl Dist 1,US President,NA,WRI,Write-in,total,1
Allegheny,Braddock Hl Dist 2,US President,NA,DEM,Kamala D. Harris,total,295
Allegheny,Braddock Hl Dist 2,US President,NA,REP,Donald J. Trump,total,136
Allegheny,Braddock Hl Dist 2,US President,NA,GRN,Jill Stein,total,3
Allegheny,Braddock Hl Dist 2,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Braddock Hl Dist 2,US President,NA,WRI,Write-in,total,2
Allegheny,Bradford Woods,US President,NA,DEM,Kamala D. Harris,total,448
Allegheny,Bradford Woods,US President,NA,REP,Donald J. Trump,total,409
Allegheny,Bradford Woods,US President,NA,GRN,Jill Stein,total,0
Allegheny,Bradford Woods,US President,NA,LIB,Chase Oliver,total,4
Allegheny,Bradford Woods,US President,NA,WRI,Write-in,total,5
Allegheny,Brentwood Dist 1,US President,NA,DEM,Kamala D. Harris,total,259
Allegheny,Brentwood Dist 1,US President,NA,REP,Donald J. Trump,total,183
Allegheny,Brentwood Dist 1,US President,NA,GRN,Jill Stein,total,6
Allegheny,Brentwood Dist 1,US President,NA,LIB,Chase Oliver,total,3
Allegheny,Brentwood Dist 1,US President,NA,WRI,Write-in,total,4
Allegheny,Brentwood Dist 2,US President,NA,DEM,Kamala D. Harris,total,320
Allegheny,Brentwood Dist 2,US President,NA,REP,Donald J. Trump,total,243
Allegheny,Brentwood Dist 2,US President,NA,GRN,Jill Stein,total,2
Allegheny,Brentwood Dist 2,US President,NA,LIB,Chase Oliver,total,5
Allegheny,Brentwood Dist 2,US President,NA,WRI,Write-in,total,4
Allegheny,Brentwood Dist 3,US President,NA,DEM,Kamala D. Harris,total,266
Allegheny,Brentwood Dist 3,US President,NA,REP,Donald J. Trump,total,237
Allegheny,Brentwood Dist 3,US President,NA,GRN,Jill Stein,total,0
Allegheny,Brentwood Dist 3,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Brentwood Dist 3,US President,NA,WRI,Write-in,total,2
Allegheny,Brentwood Dist 4,US President,NA,DEM,Kamala D. Harris,total,345
Allegheny,Brentwood Dist 4,US President,NA,REP,Donald J. Trump,total,280
Allegheny,Brentwood Dist 4,US President,NA,GRN,Jill Stein,total,3
Allegheny,Brentwood Dist 4,US President,NA,LIB,Chase Oliver,total,5
Allegheny,Brentwood Dist 4,US President,NA,WRI,Write-in,total,3
Allegheny,Brentwood Dist 5,US President,NA,DEM,Kamala D. Harris,total,323
Allegheny,Brentwood Dist 5,US President,NA,REP,Donald J. Trump,total,175
Allegheny,Brentwood Dist 5,US President,NA,GRN,Jill Stein,total,2
Allegheny,Brentwood Dist 5,US President,NA,LIB,Chase Oliver,total,5
Allegheny,Brentwood Dist 5,US President,NA,WRI,Write-in,total,1
Allegheny,Brentwood Dist 6,US President,NA,DEM,Kamala D. Harris,total,305
Allegheny,Brentwood Dist 6,US President,NA,REP,Donald J. Trump,total,166
Allegheny,Brentwood Dist 6,US President,NA,GRN,Jill Stein,total,1
Allegheny,Brentwood Dist 6,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Brentwood Dist 6,US President,NA,WRI,Write-in,total,3
Allegheny,Brentwood Dist 7,US President,NA,DEM,Kamala D. Harris,total,330
Allegheny,Brentwood Dist 7,US President,NA,REP,Donald J. Trump,total,234
Allegheny,Brentwood Dist 7,US President,NA,GRN,Jill Stein,total,0
Allegheny,Brentwood Dist 7,US President,NA,LIB,Chase Oliver,total,6
Allegheny,Brentwood Dist 7,US President,NA,WRI,Write-in,total,6
Allegheny,Brentwood Dist 8,US President,NA,DEM,Kamala D. Harris,total,320
Allegheny,Brentwood Dist 8,US President,NA,REP,Donald J. Trump,total,268
Allegheny,Brentwood Dist 8,US President,NA,GRN,Jill Stein,total,2
Allegheny,Brentwood Dist 8,US President,NA,LIB,Chase Oliver,total,3
Allegheny,Brentwood Dist 8,US President,NA,WRI,Write-in,total,4
Allegheny,Brentwood Dist 9,US President,NA,DEM,Kamala D. Harris,total,289
Allegheny,Brentwood Dist 9,US President,NA,REP,Donald J. Trump,total,203
Allegheny,Brentwood Dist 9,US President,NA,GRN,Jill Stein,total,2
Allegheny,Brentwood Dist 9,US President,NA,LIB,Chase Oliver,total,1
Allegheny,Brentwood Dist 9,US President,NA,WRI,Write-in,total,1
Allegheny,Brentwood Dist 10,US President,NA,DEM,Kamala D. Harris,total,204
Allegheny,Brentwood Dist 10,US President,NA,REP,Donald J. Trump,total,234
Allegheny,Brentwood Dist 10,US President,NA,GRN,Jill Stein,total,1
Allegheny,Brentwood Dist 10,US President,NA,LIB,Chase Oliver,total,4
Allegheny,Brentwood Dist 10,US President,NA,WRI,Write-in,total,2
Allegheny,Bridgeville Dist 1,US President,NA,DEM,Kamala D. Harris,total,295
Allegheny,Bridgeville Dist 1,US President,NA,REP,Donald J. Trump,total,308
Allegheny,Bridgeville Dist 1,US President,NA,GRN,Jill Stein,total,2
Allegheny,Bridgeville Dist 1,US President,NA,LIB,Chase Oliver,total,6
Allegheny,Bridgeville Dist 1,US President,NA,WRI,Write-in,total,1
Allegheny,Bridgeville Dist 2,US President,NA,DEM,Kamala D. Harris,total,361
Allegheny,Bridgeville Dist 2,US President,NA,REP,Donald J. Trump,total,321
Allegheny,Bridgeville Dist 2,US President,NA,GRN,Jill Stein,total,2
Allegheny,Bridgeville Dist 2,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Bridgeville Dist 2,US President,NA,WRI,Write-in,total,1
Allegheny,Bridgeville Dist 3,US President,NA,DEM,Kamala D. Harris,total,307
Allegheny,Bridgeville Dist 3,US President,NA,REP,Donald J. Trump,total,375
Allegheny,Bridgeville Dist 3,US President,NA,GRN,Jill Stein,total,0
Allegheny,Bridgeville Dist 3,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Bridgeville Dist 3,US President,NA,WRI,Write-in,total,0
Allegheny,Bridgeville Dist 4,US President,NA,DEM,Kamala D. Harris,total,434
Allegheny,Bridgeville Dist 4,US President,NA,REP,Donald J. Trump,total,361
Allegheny,Bridgeville Dist 4,US President,NA,GRN,Jill Stein,total,6
Allegheny,Bridgeville Dist 4,US President,NA,LIB,Chase Oliver,total,4
Allegheny,Bridgeville Dist 4,US President,NA,WRI,Write-in,total,4
Allegheny,Carnegie Ward 1 Dist 1,US President,NA,DEM,Kamala D. Harris,total,233
Allegheny,Carnegie Ward 1 Dist 1,US President,NA,REP,Donald J. Trump,total,177
Allegheny,Carnegie Ward 1 Dist 1,US President,NA,GRN,Jill Stein,total,2
Allegheny,Carnegie Ward 1 Dist 1,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Carnegie Ward 1 Dist 1,US President,NA,WRI,Write-in,total,1
Allegheny,Carnegie Ward 1 Dist 2,US President,NA,DEM,Kamala D. Harris,total,540
Allegheny,Carnegie Ward 1 Dist 2,US President,NA,REP,Donald J. Trump,total,371
Allegheny,Carnegie Ward 1 Dist 2,US President,NA,GRN,Jill Stein,total,7
Allegheny,Carnegie Ward 1 Dist 2,US President,NA,LIB,Chase Oliver,total,11
Allegheny,Carnegie Ward 1 Dist 2,US President,NA,WRI,Write-in,total,1
Allegheny,Carnegie Ward 1 Dist 3,US President,NA,DEM,Kamala D. Harris,total,373
Allegheny,Carnegie Ward 1 Dist 3,US President,NA,REP,Donald J. Trump,total,302
Allegheny,Carnegie Ward 1 Dist 3,US President,NA,GRN,Jill Stein,total,4
Allegheny,Carnegie Ward 1 Dist 3,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Carnegie Ward 1 Dist 3,US President,NA,WRI,Write-in,total,5
Allegheny,Carnegie Ward 1 Dist 4,US President,NA,DEM,Kamala D. Harris,total,151
Allegheny,Carnegie Ward 1 Dist 4,US President,NA,REP,Donald J. Trump,total,85
Allegheny,Carnegie Ward 1 Dist 4,US President,NA,GRN,Jill Stein,total,1
Allegheny,Carnegie Ward 1 Dist 4,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Carnegie Ward 1 Dist 4,US President,NA,WRI,Write-in,total,3
Allegheny,Carnegie Ward 2 Dist 1,US President,NA,DEM,Kamala D. Harris,total,280
Allegheny,Carnegie Ward 2 Dist 1,US President,NA,REP,Donald J. Trump,total,195
Allegheny,Carnegie Ward 2 Dist 1,US President,NA,GRN,Jill Stein,total,6
Allegheny,Carnegie Ward 2 Dist 1,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Carnegie Ward 2 Dist 1,US President,NA,WRI,Write-in,total,1
Allegheny,Carnegie Ward 2 Dist 2,US President,NA,DEM,Kamala D. Harris,total,262
Allegheny,Carnegie Ward 2 Dist 2,US President,NA,REP,Donald J. Trump,total,134
Allegheny,Carnegie Ward 2 Dist 2,US President,NA,GRN,Jill Stein,total,2
Allegheny,Carnegie Ward 2 Dist 2,US President,NA,LIB,Chase Oliver,total,0
Allegheny,Carnegie Ward 2 Dist 2,US President,NA,WRI,Write-in,total,0
Allegheny,Carnegie Ward 2 Dist 3,US President,NA,DEM,Kamala D. Harris,total,204
Allegheny,Carnegie Ward 2 Dist 3,US President,NA,REP,Donald J. Trump,total,205
Allegheny,Carnegie Ward 2 Dist 3,US President,NA,GRN,Jill Stein,total,4
Allegheny,Carnegie Ward 2 Dist 3,US President,NA,LIB,Chase Oliver,total,0
Allegheny,Carnegie Ward 2 Dist 3,US President,NA,WRI,Write-in,total,2
Allegheny,Carnegie Ward 2 Dist 4,US President,NA,DEM,Kamala D. Harris,total,329
Allegheny,Carnegie Ward 2 Dist 4,US President,NA,REP,Donald J. Trump,total,221
Allegheny,Carnegie Ward 2 Dist 4,US President,NA,GRN,Jill Stein,total,8
Allegheny,Carnegie Ward 2 Dist 4,US President,NA,LIB,Chase Oliver,total,3
Allegheny,Carnegie Ward 2 Dist 4,US President,NA,WRI,Write-in,total,1
Allegheny,Casl Shannon Dist 1,US President,NA,DEM,Kamala D. Harris,total,492
Allegheny,Casl Shannon Dist 1,US President,NA,REP,Donald J. Trump,total,274
Allegheny,Casl Shannon Dist 1,US President,NA,GRN,Jill Stein,total,2
Allegheny,Casl Shannon Dist 1,US President,NA,LIB,Chase Oliver,total,3
Allegheny,Casl Shannon Dist 1,US President,NA,WRI,Write-in,total,8
Allegheny,Casl Shannon Dist 2,US President,NA,DEM,Kamala D. Harris,total,330
Allegheny,Casl Shannon Dist 2,US President,NA,REP,Donald J. Trump,total,271
Allegheny,Casl Shannon Dist 2,US President,NA,GRN,Jill Stein,total,4
Allegheny,Casl Shannon Dist 2,US President,NA,LIB,Chase Oliver,total,6
Allegheny,Casl Shannon Dist 2,US President,NA,WRI,Write-in,total,5
Allegheny,Casl Shannon Dist 3,US President,NA,DEM,Kamala D. Harris,total,374
Allegheny,Casl Shannon Dist 3,US President,NA,REP,Donald J. Trump,total,321
Allegheny,Casl Shannon Dist 3,US President,NA,GRN,Jill Stein,total,4
Allegheny,Casl Shannon Dist 3,US President,NA,LIB,Chase Oliver,total,1
Allegheny,Casl Shannon Dist 3,US President,NA,WRI,Write-in,total,0
Allegheny,Casl Shannon Dist 4,US President,NA,DEM,Kamala D. Harris,total,309
Allegheny,Casl Shannon Dist 4,US President,NA,REP,Donald J. Trump,total,207
Allegheny,Casl Shannon Dist 4,US President,NA,GRN,Jill Stein,total,1
Allegheny,Casl Shannon Dist 4,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Casl Shannon Dist 4,US President,NA,WRI,Write-in,total,1
Allegheny,Casl Shannon Dist 5,US President,NA,DEM,Kamala D. Harris,total,392
Allegheny,Casl Shannon Dist 5,US President,NA,REP,Donald J. Trump,total,254
Allegheny,Casl Shannon Dist 5,US President,NA,GRN,Jill Stein,total,5
Allegheny,Casl Shannon Dist 5,US President,NA,LIB,Chase Oliver,total,1
Allegheny,Casl Shannon Dist 5,US President,NA,WRI,Write-in,total,1
Allegheny,Casl Shannon Dist 6,US President,NA,DEM,Kamala D. Harris,total,300
Allegheny,Casl Shannon Dist 6,US President,NA,REP,Donald J. Trump,total,243
Allegheny,Casl Shannon Dist 6,US President,NA,GRN,Jill Stein,total,2
Allegheny,Casl Shannon Dist 6,US President,NA,LIB,Chase Oliver,total,1
Allegheny,Casl Shannon Dist 6,US President,NA,WRI,Write-in,total,1
Allegheny,Casl Shannon Dist 7,US President,NA,DEM,Kamala D. Harris,total,336
Allegheny,Casl Shannon Dist 7,US President,NA,REP,Donald J. Trump,total,281
Allegheny,Casl Shannon Dist 7,US President,NA,GRN,Jill Stein,total,1
Allegheny,Casl Shannon Dist 7,US President,NA,LIB,Chase Oliver,total,1
Allegheny,Casl Shannon Dist 7,US President,NA,WRI,Write-in,total,2
Allegheny,Casl Shannon Dist 8,US President,NA,DEM,Kamala D. Harris,total,240
Allegheny,Casl Shannon Dist 8,US President,NA,REP,Donald J. Trump,total,197
Allegheny,Casl Shannon Dist 8,US President,NA,GRN,Jill Stein,total,1
Allegheny,Casl Shannon Dist 8,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Casl Shannon Dist 8,US President,NA,WRI,Write-in,total,1
Allegheny,Chalfant Dist 1,US President,NA,DEM,Kamala D. Harris,total,269
Allegheny,Chalfant Dist 1,US President,NA,REP,Donald J. Trump,total,182
Allegheny,Chalfant Dist 1,US President,NA,GRN,Jill Stein,total,2
Allegheny,Chalfant Dist 1,US President,NA,LIB,Chase Oliver,total,1
Allegheny,Chalfant Dist 1,US President,NA,WRI,Write-in,total,3
Allegheny,Cheswick Dist 1,US President,NA,DEM,Kamala D. Harris,total,261
Allegheny,Cheswick Dist 1,US President,NA,REP,Donald J. Trump,total,301
Allegheny,Cheswick Dist 1,US President,NA,GRN,Jill Stein,total,0
Allegheny,Cheswick Dist 1,US President,NA,LIB,Chase Oliver,total,2
Allegheny,Cheswick Dist 1,US President,NA,WRI,Write-in,total,0
Allegheny,Cheswick Dist 2,US President,NA,DEM,Kamala D. Harris,total,278
Allegheny,Cheswick Dist 2,US President,NA,REP,Donald J. Trump,total,293
Allegheny,Cheswick Dist 2,US President,NA,GRN,Jill Stein,total,0
Allegheny,Cheswick Dist 2,US President,NA,LIB,Chase Oliver,total,1
Allegheny,Cheswick Dist 2,US President,NA,WRI,Write-in,total,1
Allegheny,Churchill Dist 1,US President,NA,DEM,Kamala D. Harris,total,451
Allegheny,Churchill Dist 1,US President,NA,REP,Donald J. Trump,total,148
Allegheny,Churchill Dist 1,US President,NA,GRN,Jill Stein,total,2
Allegheny,Churchill Dist 1,US President,NA,LIB,Chase Oliver,total,3
Allegheny,Churchill Dist 1,US President,NA,WRI,Write-in,total,4
Allegheny,Churchill Dist 2,US President,NA,DEM,Kamala D. Harris,total,418
Allegheny,Churchill Dist 2,US President,NA,REP,Donald J. Trump,total,153
Allegheny,Churchill Dist 2,US President,NA,GRN,Jill Stein,total,9
Allegheny,Churchill Dist 2,US President,NA,LIB,Chase Oliver,total,6
Allegheny,Churchill Dist 2,US President,NA,WRI,Write-in,total,2
Allegheny,Churchill Dist 3,US President,NA,DEM,Kamala D. Harris,total,397
Allegheny,Churchill Dist 3,US President,NA,REP,Donald J. Trump,total,159
Allegheny,Churchill Dist 3,US President,NA,GRN,Jill Stein,total,6
Allegheny,Churchill Dist 3,US President,NA,LIB,Chase Oliver,total,4
Allegheny,Churchill Dist 3,US President,NA,WRI,Write-in,total,3
Allegheny,Churchill Dist 4,US President,NA,DEM,Kamala D. Harris,total,373
Allegheny,Churchill Dist 4,US President,NA,REP,Donald J. Trump,total,206
Allegheny,Churchill Dist 4,US President,NA,GRN,Jill Stein,total,6
Allegheny,Churchill Dist 4,US President,NA,LIB,Chase Oliver,total,3
Allegheny,Churchill Dist 4,US President,NA,WRI,Write-in,total,2
Allegheny,Clairton Ward 1 Dist 1,US President,NA,DEM,Kamala D. Harris,total,136
Allegheny,Clairton Ward 1 Dist 1,US President,NA,REP,Donald J. Trump,total,72
Allegheny,Clairton Ward 1 Dist 1,US President,NA,GRN,Jill Stein,total,3
Allegheny,Clairton Ward 1 Dist 1,US President,NA,LIB,Chase Oliver,total,1
Allegheny,Clairton Ward 1 Dist 1,US President,NA,WRI,Write-in,total,1
Allegheny,Clairton Ward 1 Dist 2,US President,NA,DEM,Kamala D. Harris,total,159
Allegheny,Clairton Ward 1 Dist 2,US President,NA,REP,Donald J. Trump,total,117
Allegheny,Clairton Ward 1 Dist 2,US President,NA,GRN,Jill Stein,total,2
Allegheny,Clairton Ward 1 Dist 2,US President,NA,LIB,Chase Oliver,total,0
Allegheny,Clairton Ward 1 Dist 2,US President,NA,WRI,Write-in,total,1
Allegheny,Clairton Ward 1 Dist 3,US President,NA,DEM,Kamala D. Harris,total,101
Allegheny,Clairton Ward 1 Dist 3,US President,NA,REP,Donald J. Trump,total,132
Allegheny,Clairton Ward 1 Dist 3,US President,NA,GRN,Jill Stein,total,2
Allegheny,Clairton Ward 1 Dist 3,US President,NA,LIB,Chase Oliver,total,0
Allegheny,Clairton Ward 1 Dist 3,US President,NA,WRI,Write-in,total,0
Allegheny,Clairton Ward 2 Dist 1,US President,NA,DEM,Kamala D. Harris,total,53
Allegheny,Clairton Ward 2 Dist 1,US President,NA,REP,Donald J. Trump,total,0
Allegheny,Clairton Ward 2 Dist 1,US President,NA,GRN,Jill Stein,total,1
Allegheny,Clairton Ward 2 Dist 1,US President,NA,LIB,Chase Oliver,total,0
Allegheny,Clairton Ward 2 Dist 1,US President,NA,WRI,Write-in,total,0
Allegheny,Clairton Ward 2 Dist 2,US President,NA,DEM,Kamala D. Harris,total,147
Allegheny,Clairton Ward 2 Dist 2,US President,NA,REP,Donald J. Trump,total,16
Allegheny,Clairton Ward 2 Dist 2,US President,NA,GRN,Jill Stein,total,1
Allegheny,Clairton Ward 2 Dist 2,US President,NA,LIB,Chase Oliver,total,1
Allegheny,Clairton Ward 2 Dist 2,US President,NA,WRI,Write-in,total,0
Allegheny,Clairton Ward 2 Dist 3,US President,NA,DEM,Kamala D. Harris,total,199
Allegheny,Clairton Ward 2 Dist 3,US President,NA,REP,Donald J. Trump,total,36
Allegheny,Clairton Ward 2 Dist 3,US President,NA,GRN,Jill Stein,total,1
Allegheny,Clairton Ward 2 Dist 3,US President,NA,LIB,Chase Oliver,total,0
Allegheny,Clairton Ward 2 Dist 3,US President,NA,WRI,Write-in,total,0
Allegheny,Clairton Ward 3 Dist 1,US President,NA,DEM,Kamala D. Harris,total,180
Allegheny,Clairton Ward 3 Dist 1,US President,NA,REP,Donald J. Trump,total,116
Allegheny,Clairton Ward 3 Dist 1,US President,NA,GRN,Jill Stein,total,2
Allegheny,Clairton Ward 3 Dist 1,US President,NA,LIB,Chase Oliver,total,3
Allegheny,Clairton Ward 3 Dist 1,US President,NA,WRI,Write-in,total,0
Allegheny,Clairton Ward 3 Dist 2,US President,NA,DEM,Kamala D. Harris,total,137
Allegheny,Clairton Ward 3 Dist 2,US President,NA,REP,Donald J. Trump,total,60
Allegheny,Clairton Ward 3 Dist 2,US President,NA,GRN,Jill Stein,total,2
Allegheny,Clairton Ward 3 Dist 2,US President,NA,LIB,Chase Oliver,total,1
Allegheny,Clairton Ward 3 Dist 2,US President,NA,WRI,Write-in,total,0
Allegheny,Clairton Ward 3 Dist 3,US President,NA,DEM,Kamala D. Harris,total,112
Allegheny,Clairton Ward 3 Dist 3,US President,NA,REP,Donald J. Trump,total,79
Allegheny,Clairton Ward 3 Dist 3,US President,NA,GRN,Jill Stein,total,1
Allegheny,Clairton Ward 3 Dist 3,US President,NA,LIB,Chase Oliver,total,0
Allegheny,Clairton Ward 3 Dist 3,US President,NA,WRI,Write-in,total,0
